gene_id,gene_symbol,gene_entrez,gene_desc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,D1_B7C2_Il8,D1_B7_Il8,D2_B7C2_Il8,D2_B7_Il8,D3_B7C2_Il8,D3_B7_Il8
ENSG00000240024,NA,NA,NA,164.46193644871184,-0.14050865278253544,0.2407102923738526,-0.583725155234776,0.5594052401826763,NA,123,174,200,207,127,171
ENSG00000240038,AMY2B,280,amylase alpha 2B,23.74011826920986,-0.6156301516182368,0.5485264394728695,-1.1223345080865264,0.2617202391191675,NA,11,24,23,36,20,32
ENSG00000240204,SMKR1,100287482,small lysine rich protein 1,27.540018656152697,0.11691438487807368,0.5779145124040753,0.20230394352223438,0.8396791172312967,NA,18,21,23,28,40,35
ENSG00000240225,NA,NA,NA,58.25772026356155,0.24577965058338014,0.4668965226656432,0.526411396641284,0.5986023989795797,NA,51,56,52,36,75,76
ENSG00000240303,ACAD11,84129,acyl-CoA dehydrogenase family member 11,40.67205292118929,-0.19524967742532617,0.7106792719993708,-0.2747366992652335,0.7835185337459634,NA,32,19,64,82,15,40
ENSG00000240429,NA,NA,NA,32.223143211840124,-0.6003155806309795,0.48548051613332965,-1.2365389767075887,0.2162582869713248,NA,14,43,33,41,27,40
ENSG00000240563,L1TD1,54596,LINE1 type transposase domain containing 1,19.37927220069259,0.34187657565347085,0.6687804441949123,0.5111940377757709,0.6092151931752257,NA,24,24,13,12,23,18
ENSG00000240771,ARHGEF25,115557,Rho guanine nucleotide exchange factor 25,80.27532788107526,-0.3674673747267851,0.3838181335077823,-0.9573997230626788,0.33836553818829507,NA,76,118,79,98,44,73
ENSG00000240809,CAP1P1,401076,CAP1 pseudogene 1,21.779172672125185,0.3448239755712397,0.575482911481607,0.5991906426612645,0.54904576198716,NA,22,13,24,21,23,27
ENSG00000240954,RPL4P1,650808,ribosomal protein L4 pseudogene 1,48.73642477723058,-0.525063552488626,0.5921235747447723,-0.886746576025027,0.3752153562362904,NA,50,97,37,59,25,28
ENSG00000241014,GPR199P,653160,"G protein-coupled receptor 199, pseudogene",64.6826920663087,-0.3654224245143304,0.34281387051025697,-1.0659499394537975,0.28644627222474683,NA,58,72,49,92,52,69
ENSG00000241127,YAE1,57002,YAE1 maturation factor of ABCE1,132.4925683057087,0.06920883142880874,0.29047340263547083,0.2382621981939677,0.8116777386131486,NA,143,159,118,144,120,110
ENSG00000241399,CD302,9936,CD302 molecule,36.91488568108462,-0.03428602270299128,0.48173399638418357,-0.07117210527041179,0.9432607818712941,NA,26,43,54,47,26,30
ENSG00000241489,NA,NA,NA,70.10426161591869,-0.5196239003481533,0.4580173821295187,-1.134506943671438,0.2565819627592,NA,47,93,93,91,28,80
ENSG00000241859,NA,NA,NA,77.56219752255237,-0.2926507712637381,0.3842449641085935,-0.7616255217362603,0.44628353805648413,NA,75,122,63,81,58,69
ENSG00000241945,PWP2,5822,PWP2 small subunit processome component,76.84259707901973,0.2907544467688681,0.42729619313007144,0.6804517602626072,0.49621845665868575,NA,51,90,74,76,115,55
ENSG00000242028,HYPK,25764,huntingtin interacting protein K,70.5868128405373,0.18848753070870958,0.44464374028839404,0.42390685762596675,0.6716337427358584,NA,85,97,52,61,72,52
ENSG00000242071,RPL7AP6,326310,ribosomal protein L7a pseudogene 6,21.284631010075344,0.006185068640884186,0.5557393021013333,0.01112944255966335,0.9911201729275585,NA,14,18,23,27,24,23
ENSG00000242073,NA,NA,NA,106.68295968561362,0.009635453762975976,0.3469280509419809,0.027773637031695015,0.9778426924502169,NA,97,95,127,164,82,84
ENSG00000242265,PEG10,23089,paternally expressed 10,75.10994035394556,-0.7124440153657295,0.39328600984865264,-1.8115162948203973,0.07006096902594071,NA,43,120,83,85,39,92
ENSG00000242294,NA,NA,NA,127.67368074154807,-0.472547735537112,0.23640590226331887,-1.9988829847859229,0.045621016165197086,NA,82,159,115,167,108,148
ENSG00000242338,NA,NA,NA,20.46751785761649,0.08335719703544943,0.559826782477841,0.14889819430664494,0.8816339660662338,NA,17,23,23,16,20,24
ENSG00000242485,MRPL20,55052,mitochondrial ribosomal protein L20,58.641976429014065,-0.3291518297443359,0.44871934615941306,-0.7335360789802021,0.4632315310879637,NA,33,91,50,72,65,46
ENSG00000242615,NA,NA,NA,27.916267771198715,0.74746543914915,0.5180948458458423,1.4427193112273429,0.14909955701482844,NA,39,22,30,18,29,26
ENSG00000242950,ERVW-1,30816,"endogenous retrovirus group W member 1, envelope",17.849819284563928,-0.22672093355795062,0.6097978843869258,-0.37179685165009985,0.7100441079456231,NA,15,20,20,16,12,25
ENSG00000243199,RPL6P10,642828,ribosomal protein L6 pseudogene 10,123.56313513083164,-0.2184467626662663,0.28313048187073664,-0.7715409560387718,0.44038635616862287,NA,95,115,119,188,111,124
ENSG00000243207,PPAN-P2RY11,692312,PPAN-P2RY11 readthrough,99.5058492799994,-0.26780833281321503,0.4998205838823331,-0.535808931142904,0.5920906090428253,NA,91,64,64,205,97,84
ENSG00000243244,STON1,11037,stonin 1,76.01618008900027,-0.5116706898846585,0.5044784497826696,-1.0142567836249243,0.31046023964792346,NA,29,58,99,105,56,122
ENSG00000243406,NA,NA,NA,158.78152010158607,-0.007242996946219118,0.24684809298434096,-0.029341919796312073,0.97659189411972,NA,125,135,182,196,146,178
ENSG00000243449,C4orf48,401115,chromosome 4 open reading frame 48,170.03983770256607,0.6739195877240224,0.23896748395541295,2.82013090889706,0.004800406160784001,NA,166,149,224,163,206,108
ENSG00000243509,TNFRSF6B,8771,TNF receptor superfamily member 6b,58.011382505617924,-0.02929798753044537,0.7817004269950113,-0.03747981518069753,0.9701024339899968,NA,98,122,30,37,28,27
ENSG00000243554,CCZ1P1,110440226,CCZ1 pseudogene 1,23.57846567598822,0.42619665126618983,0.5756807666476876,0.7403350536583395,0.4590967161559445,NA,14,20,33,19,31,25
ENSG00000243660,ZNF487,642819,zinc finger protein 487,25.957664989701595,-0.13189412992822924,0.601018167985382,-0.2194511529831777,0.8262986266721799,NA,15,23,35,46,22,19
ENSG00000243679,NA,NA,NA,101.41353209134179,-0.287860829454367,0.33060556452254325,-0.8707077567496248,0.38391374211467794,NA,58,105,121,114,85,136
ENSG00000243696,NA,NA,NA,35.09138754443707,-0.07672486313370076,0.6150769248006758,-0.12474027237904352,0.9007291736367526,NA,27,40,49,61,23,16
ENSG00000243708,PLA2G4B,100137049,phospholipase A2 group IVB,36.02395955012904,-0.660554525914272,0.575972781123744,-1.1468502463354362,0.2514435185424584,NA,26,59,36,24,18,56
ENSG00000243710,CFAP57,149465,cilia and flagella associated protein 57,65.3941274857059,-0.16772657021664236,0.6979739026179508,-0.2403049305819829,0.8100938729377776,NA,26,20,80,138,73,67
ENSG00000243742,RPLP0P2,113157,ribosomal protein lateral stalk subunit P0 pseudogene 2,156.19066661755008,0.019584044937798084,0.2412343754240193,0.08118264614392155,0.935296700328793,NA,139,138,167,168,141,188
ENSG00000243970,NA,NA,NA,25.67052358017584,-0.9282801151831569,0.5025440855670794,-1.8471615562556458,0.06472372923357746,NA,15,34,16,34,19,39
ENSG00000244026,FAM86DP,692099,"family with sequence similarity 86 member D, pseudogene",112.86781627522075,0.34776679866178445,0.33679975910427207,1.0325624922852663,0.3018086885295137,NA,139,118,99,87,115,110
ENSG00000244115,DNAJC25-GNG10,552891,DNAJC25-GNG10 readthrough,120.18535380524293,-0.10041784133677929,0.2956363291212828,-0.33966678464466915,0.7341074780668575,NA,94,102,137,135,101,159
ENSG00000244306,DUXAP10,503639,double homeobox A pseudogene 10,21.734609288169473,-0.13869255321424753,0.6390136448427058,-0.21704161457833487,0.8281759140877397,NA,11,24,20,17,28,31
ENSG00000244486,SCARF2,91179,scavenger receptor class F member 2,33.55986122595791,-0.401951903998963,0.5636096595371728,-0.7131742637786576,0.4757379296998775,NA,20,20,34,60,29,43
ENSG00000244617,ASPRV1,151516,aspartic peptidase retroviral like 1,48.639782966831,0.001324096569449661,0.45712467497206755,0.002896576452650624,0.9976888696010359,NA,28,36,65,66,48,54
ENSG00000244627,NA,NA,NA,94.45445134325902,-0.31081343917273496,0.3745803562154655,-0.8297643857061991,0.4066720104028832,NA,56,72,106,139,81,124
ENSG00000245205,EEF1A1P4,100421854,eukaryotic translation elongation factor 1 alpha 1 pseudogene 4,18.91479971743607,-0.17459136751930693,0.6195426289541226,-0.28180686745324107,0.7780916048031543,NA,13,24,13,22,24,18
ENSG00000245958,NA,NA,NA,121.46437561721646,-0.17123598117310565,0.28441626072301374,-0.6020611505748904,0.5471334333493804,NA,84,152,139,116,105,141
ENSG00000246082,NUDT16L2P,152195,"nudix hydrolase 16 like 2, pseudogene",22.366662003734977,0.09577051324766146,0.5537476544029111,0.1729497407098326,0.8626909332806224,NA,23,16,20,27,22,26
ENSG00000246596,NA,NA,NA,55.326155046470205,-0.5764204136723879,0.37390601880804436,-1.5416184406710776,0.12316634169121216,NA,30,78,57,75,41,59
ENSG00000246922,UBAP1L,390595,ubiquitin associated protein 1 like,28.286420868776048,-0.4891044096386824,0.5454288751014837,-0.89673362003007,0.3698610761965767,NA,23,50,27,27,17,28
ENSG00000247627,MTND4P12,100293090,MT-ND4 pseudogene 12,101.78565548377772,-0.45363694228790996,1.5697435029432072,-0.2889879406650568,NA,NA,186,335,26,17,16,19
ENSG00000247746,USP51,158880,ubiquitin specific peptidase 51,94.42634398859367,0.1984317373231253,0.3071024601149417,0.6461418031260859,0.5181875249096688,NA,97,103,105,76,84,100
ENSG00000248121,NA,NA,NA,28.557982973250756,-0.2206409423633312,0.57805807640716,-0.3816933823236144,0.7026888092620955,NA,16,37,33,19,27,41
ENSG00000248124,NA,NA,NA,64.08554840526195,-0.10912985302863369,0.4049081014692412,-0.2695175834532511,0.7875314130266696,NA,36,58,77,95,65,61
ENSG00000248503,NA,NA,NA,61.67090655858797,-0.45078605082393497,0.3531235728687919,-1.2765674269823695,0.2017550077812498,NA,36,64,57,89,56,75
ENSG00000248592,STIMATE-MUSTN1,100526772,STIMATE-MUSTN1 readthrough,110.50893099764167,-0.29679178438039494,0.3448499478336583,-0.8606403632792641,0.38943614809917865,NA,83,120,71,132,124,136
ENSG00000248643,RBM14-RBM4,100526737,RBM14-RBM4 readthrough,42.10807210626001,-1.261135727405737,0.5870556710081938,-2.1482387270697787,0.03169479565659013,NA,37,46,13,79,18,65
ENSG00000248710,TRIM59-IFT80,100174949,TRIM59-IFT80 readthrough (NMD candidate),130.27963304646218,-0.07323460711648602,0.33699116825784675,-0.21731906950288682,0.8279596968830364,NA,101,100,120,203,139,127
ENSG00000249209,NA,NA,NA,33.586308984417315,-0.5202720271440817,0.4860472066746097,-1.070414601708398,0.28443272963842325,NA,18,33,39,52,23,42
ENSG00000249264,NA,NA,NA,45.796682439915294,0.18588706253398496,0.36988136407902006,0.5025586055053932,0.6152746387490317,NA,41,39,54,52,44,46
ENSG00000249459,NA,NA,NA,54.35953762525292,-0.44530336458499326,0.5109043435444198,-0.8715983142669779,0.38342755064135253,NA,58,82,51,54,21,63
ENSG00000249855,EEF1A1P19,100421796,eukaryotic translation elongation factor 1 alpha 1 pseudogene 19,40.53316299617906,-0.22449347411083145,0.4727600518868627,-0.47485711454434715,0.6348888204548578,NA,27,36,50,68,31,37
ENSG00000249896,NA,NA,NA,51.315743191786154,-0.4031896128547459,0.5486056373243899,-0.7349352347546884,0.46237893840237726,NA,25,66,74,88,31,35
ENSG00000250011,NA,NA,NA,61.531385524304234,-0.06487372372965311,0.3511471232856506,-0.18474798575205678,0.853426706779033,NA,46,77,69,56,57,67
ENSG00000250067,YJEFN3,374887,YjeF N-terminal domain containing 3,38.199846943282196,0.11697497155373505,0.583076746250316,0.20061676667091344,0.8409982467006696,NA,48,58,25,37,37,22
ENSG00000250151,ARPC4-TTLL3,100526693,ARPC4-TTLL3 readthrough,94.88614909411044,-0.6222034701921382,0.4093927136370205,-1.5198205768356734,0.12855607608087227,NA,37,131,85,99,93,135
ENSG00000250182,NA,NA,NA,82.18824674465165,-0.25562243284995045,0.2782457581761344,-0.9186930091064929,0.35825616746038796,NA,61,94,85,104,68,88
ENSG00000250251,PKD1P6,353511,"polycystin 1, transient receptor potential channel interacting pseudogene 6",84.27553840163992,-0.10066539046255873,0.4481637967440799,-0.22461740817508033,0.8222769211535591,NA,67,45,82,108,82,125
ENSG00000250299,NA,NA,NA,131.60014735928456,-0.049285966442918334,0.3059983858726997,-0.16106609942518488,0.872041340329698,NA,127,128,115,120,122,176
ENSG00000250318,RPL13AP26,729212,ribosomal protein L13a pseudogene 26,24.797658614302726,-0.31878585195861436,0.6063597305953653,-0.5257371752665843,0.5990708305652577,NA,11,23,29,44,24,22
ENSG00000250539,KRT8P33,100418737,keratin 8 pseudogene 33,23.671491247716208,-0.30501706026245207,0.5858981300960913,-0.5205974291340155,0.6026472406317199,NA,13,26,18,24,29,33
ENSG00000250562,NA,NA,NA,83.19889627454813,0.23030308757742687,0.32066261631462795,0.7182099685466857,0.47262783237598105,NA,78,62,100,86,78,96
ENSG00000250575,NA,NA,NA,62.91135959680458,-0.5909027419843037,0.4413491460407486,-1.3388555235354351,0.1806177111746198,NA,35,79,43,59,64,101
ENSG00000250644,NA,NA,NA,63.63327485726704,-0.3457390771382228,0.37113432075010927,-0.9315739822699245,0.35155673421552674,NA,44,69,53,101,62,59
ENSG00000250654,NA,NA,NA,35.05214675451391,-0.44075213186378537,0.5479972218933632,-0.80429628884059,0.42122588046134446,NA,22,66,33,39,30,24
ENSG00000250771,NA,NA,NA,27.085919419183615,-0.38499577822391695,0.5982947922758245,-0.6434884327831941,0.5199072180484481,NA,26,49,21,31,19,18
ENSG00000251192,ZNF674,641339,zinc finger protein 674,81.70111996089179,0.11940483539554841,0.30767040807232504,0.38809333709948324,0.6979469625173012,NA,64,70,102,89,78,91
ENSG00000251247,ZNF345,25850,zinc finger protein 345,49.97309433699929,-0.1270713596377962,0.55782373094197,-0.22779841119920968,0.8198029619059598,NA,16,59,78,59,47,49
ENSG00000251349,MSANTD3-TMEFF1,100526694,MSANTD3-TMEFF1 readthrough,41.771754348665574,0.1771406520577763,0.5172662322121249,0.3424554726880624,0.7320081480291478,NA,29,30,42,34,55,60
ENSG00000251474,NA,NA,NA,163.01959740022374,-0.3824626272096472,0.2956826091604899,-1.293490436571652,0.1958414895758806,NA,98,151,141,220,164,218
ENSG00000253251,SHLD3,112441434,shieldin complex subunit 3,47.27544785595276,0.5005599803498381,0.5309467443407816,0.9427687158555395,0.345799216698397,NA,61,66,46,26,48,32
ENSG00000253326,NA,NA,NA,17.230510289578675,-0.2250096249334873,0.593315013197473,-0.3792414146422372,0.7045086000630093,NA,13,22,15,17,17,20
ENSG00000253816,NA,NA,NA,62.74213009599714,-1.0051160284793725,0.5017500664936706,-2.003220518740184,0.04515362421562541,NA,37,99,55,129,28,43
ENSG00000253831,ETV3L,440695,ETS variant transcription factor 3 like,24.887269368544704,0.5326951669532919,0.6380178007761542,0.8349221076673152,0.40376156634049915,NA,32,33,21,21,29,11
ENSG00000254126,CD8B2,927,CD8B family member 2,82.20003680387934,-0.42792533515777603,0.7354862181301166,-0.5818264497813754,0.5606835861685723,NA,96,209,67,61,33,30
ENSG00000254402,LRRC24,441381,leucine rich repeat containing 24,22.92522667072326,-0.29776382805258844,0.5686946922214483,-0.5235917129619349,0.6005625466242737,NA,16,36,25,28,18,17
ENSG00000254413,CHKB-CPT1B,386593,CHKB-CPT1B readthrough (NMD candidate),84.11621101239646,-0.015661538064020642,0.4950151669905699,-0.031638501420541316,0.974760339054618,NA,31,97,114,112,99,63
ENSG00000254415,SIGLEC14,100049587,sialic acid binding Ig like lectin 14,50.674953249562414,-0.029872620909329867,0.41657198522744426,-0.07171058536982439,0.9428322319461193,NA,40,58,47,40,55,64
ENSG00000254469,XNDC1N,100133315,"XRCC1 N-terminal domain containing 1, N-terminal like",42.85897975701005,-0.4889327613798974,0.4027845638372128,-1.213881576597612,0.22479294910393202,NA,32,62,35,45,34,52
ENSG00000254536,NA,NA,NA,26.590190753262604,1.163625876904073,0.58757387838679,1.9803907554550575,0.047659637927008044,NA,41,23,24,13,37,16
ENSG00000254681,PKD1P5,348156,"polycystin 1, transient receptor potential channel interacting pseudogene 5",74.8212371108485,-0.10183248560740855,0.308590356481165,-0.329992442954464,0.7414056722396452,NA,61,83,65,85,78,79
ENSG00000254726,MEX3A,92312,mex-3 RNA binding family member A,22.316608694639573,0.7710024754166563,0.6180503528401575,1.2474751804179551,0.2122233152782486,NA,24,15,22,12,33,25
ENSG00000254783,LOC100289518,100289518,immunoglobin superfamily member 21 pseudogene,33.26152170886725,-0.4242479816252755,0.5231720720477206,-0.8109148104269949,0.41741459444078366,NA,22,51,22,44,36,27
ENSG00000254788,CKLF-CMTM1,100529251,CKLF-CMTM1 readthrough,65.33138429212654,-0.08649059449024513,0.3459189934766831,-0.2500313545115443,0.8025631011493259,NA,47,61,61,81,72,73
ENSG00000254995,STX16-NPEPL1,100534593,STX16-NPEPL1 readthrough (NMD candidate),33.000773766842855,-1.153792372097265,0.4638509064508227,-2.487420755357712,0.012867311648690741,NA,16,56,19,45,23,44
ENSG00000255073,NA,NA,NA,124.99806731668367,-0.5343858817107702,0.33928506510033873,-1.575035086064673,0.11524834610339607,NA,101,183,71,161,113,128
ENSG00000255150,EID3,493861,EP300 interacting inhibitor of differentiation 3,99.14240280927818,-0.5489908255480654,0.3748208686533784,-1.4646751860973715,0.14300955804280557,NA,72,176,95,115,63,85
ENSG00000255154,HTD2,109703458,hydroxyacyl-thioester dehydratase type 2,92.91525503089476,-0.09192770448223093,0.43785181418104724,-0.20995163547322832,0.833705420954265,NA,81,78,51,117,118,111
ENSG00000255185,PDXDC2P,109731405,"pyridoxal dependent decarboxylase domain containing 2, pseudogene",32.863810607138866,-0.3523779008241719,0.4660804882911269,-0.7560451674691578,0.4496221155629002,NA,21,38,28,34,33,45
ENSG00000255221,NA,NA,NA,74.7407581917831,0.5919814396337012,0.4819457347093783,1.228315548825588,0.2193285362906077,NA,53,32,116,94,91,66
ENSG00000255439,NA,NA,NA,59.00700712224251,-0.01957766161454715,0.4060012213892596,-0.04822069635050871,0.9615403560699531,NA,42,53,84,82,44,56
ENSG00000255508,NA,NA,NA,102.69278306791465,0.25895372533378974,0.3699085522263719,0.7000479544882718,0.4838973569936294,NA,88,84,81,106,145,108
ENSG00000255526,NEDD8-MDP1,100528064,NEDD8-MDP1 readthrough,93.26227025344993,0.48092393139861106,0.5135044231239347,0.9365526561054366,0.3489887148394428,NA,63,106,76,52,167,88
ENSG00000255561,FDXACB1,91893,ferredoxin-fold anticodon binding domain containing 1,157.08024942265416,0.33226894189729705,0.31052451250113966,1.0700248402968755,0.28460812774925565,NA,182,181,148,115,161,145
ENSG00000255569,TRAV1-1,28693,T cell receptor alpha variable 1-1,71.75241189103455,-0.5377821090404614,0.4647676642690838,-1.157098805241117,0.2472319947603256,NA,62,131,64,91,40,50
ENSG00000255624,C10orf88B,399815,C10orf88B (pseudogene),86.49609316364021,0.04491177304757478,0.35145694199687966,0.12778741200102264,0.8983172121546817,NA,59,108,86,80,105,83
ENSG00000255642,NA,NA,NA,22.078324311479506,-0.5175650512192451,0.53229795920585,-0.9723220656179383,0.33089034977929965,NA,13,32,21,27,18,24
ENSG00000255769,NA,NA,NA,140.19979288082115,-0.5201615231993431,0.7869908165212812,-0.6609499275971249,0.5086444257235314,NA,217,262,80,80,17,178
ENSG00000255872,NA,NA,NA,28.59882940414863,-0.30814773973991805,0.5501368931818537,-0.5601292034018458,0.5753913123342924,NA,29,34,17,26,25,40
ENSG00000255987,NA,NA,NA,50.127492329965385,0.5494937856048058,0.421618669828501,1.3032956672158746,0.1924738397548575,NA,71,45,54,48,42,37
